product_id,product_name,category,subcategory,brand,unit_price,cost_price,stock_quantity,created_at
334,KidJoy Self-Help Lite 349,Books,Self-Help,KidJoy,61.53,35.49,4453,2022-07-11 04:35:16
335,SportZone Phones Ultra 205,Electronics,Phones,SportZone,514.46,326.47,1161,2022-01-02 21:07:39
336,FreshMart Fitness Elite 494,Sports,Fitness,FreshMart,152.48,85.72,1850,2023-08-21 16:17:19
337,FunPlay Accessories Plus 329,Clothing,Accessories,FunPlay,107.12,73.09,2927,2022-04-29 12:17:42
338,SportZone Soil Basic 186,Garden,Soil,SportZone,896.2,485.56,1458,2023-10-28 20:25:30
339,BloomCraft Tires Lite 795,Automotive,Tires,BloomCraft,428.68,281.75,2470,2023-03-22 20:20:33
340,AutoParts Board Games Standard 777,Toys,Board Games,AutoParts,372.89,151.45,625,2022-01-04 09:13:48
341,PrimeTech Bedding Lite 499,Home & Kitchen,Bedding,PrimeTech,450.01,278.44,3919,2022-04-15 13:38:03
342,AutoParts Socks Lite 192,Clothing,Socks,AutoParts,327.11,114.82,3154,2023-07-02 18:12:26
343,ActiveLife Plush Standard 810,Toys,Plush,ActiveLife,973.0,526.1,2731,2022-08-03 17:15:45
344,ActiveLife Tennis Standard 651,Sports,Tennis,ActiveLife,536.56,275.25,1885,2023-08-21 11:56:36
345,PureSkin Socks Max 819,Clothing,Socks,PureSkin,92.72,41.23,1665,2022-01-27 15:34:18
346,ReadMore Plush Plus 161,Toys,Plush,ReadMore,911.88,405.19,1141,2023-04-03 19:06:40
347,NatureBite Canned Goods Elite 348,Grocery,Canned Goods,NatureBite,215.46,83.99,1128,2022-07-02 02:52:03
348,TechPro Decor Elite 480,Home & Kitchen,Decor,TechPro,59.75,20.46,4764,2022-04-25 14:21:21
349,TechPro Canned Goods Lite 474,Grocery,Canned Goods,TechPro,146.42,58.28,102,2024-06-03 04:41:09
350,FunPlay Hair Care Standard 861,Beauty,Hair Care,FunPlay,145.26,74.22,2453,2024-01-01 09:44:55
351,PageTurn Bath Pro 393,Beauty,Bath,PageTurn,116.59,37.78,263,2022-09-27 15:32:20
352,TechPro Tools Elite 952,Automotive,Tools,TechPro,427.07,290.11,3721,2024-05-10 20:25:48
353,FreshMart Biography Elite 260,Books,Biography,FreshMart,276.19,93.01,3092,2022-07-14 09:18:34
354,BloomCraft Tennis Pro 324,Sports,Tennis,BloomCraft,395.93,249.04,4581,2022-04-30 22:34:08
355,PrimeTech Organic Elite 947,Grocery,Organic,PrimeTech,384.18,123.66,3043,2023-10-22 00:08:18
356,SportZone Basketball Plus 179,Sports,Basketball,SportZone,366.52,224.13,2748,2022-02-13 13:44:14
357,FunPlay Basketball Plus 166,Sports,Basketball,FunPlay,216.63,65.94,2532,2022-10-19 15:35:47
358,StyleMax Care Max 375,Automotive,Care,StyleMax,90.52,47.8,367,2024-05-25 17:43:30
359,StyleMax Snacks Basic 195,Grocery,Snacks,StyleMax,943.84,286.35,2921,2023-03-15 16:42:58
360,PrimeTech Fragrance Elite 843,Beauty,Fragrance,PrimeTech,359.69,126.54,797,2023-05-30 16:26:14
361,PureSkin Makeup Lite 124,Beauty,Makeup,PureSkin,589.64,267.02,4803,2022-02-28 02:40:55
362,ReadMore Science Standard 180,Books,Science,ReadMore,885.88,298.82,1897,2022-12-01 23:54:36
363,PureSkin Bedding Basic 558,Home & Kitchen,Bedding,PureSkin,786.63,342.66,2951,2023-11-01 09:10:13
364,FreshMart Monitors Max 725,Electronics,Monitors,FreshMart,609.23,416.23,4644,2024-02-12 20:59:43
365,ReadMore Shirts Ultra 660,Clothing,Shirts,ReadMore,868.32,537.45,714,2024-02-15 00:47:50
366,PrimeTech Accessories Lite 402,Clothing,Accessories,PrimeTech,166.49,68.6,2976,2023-07-03 22:31:54
367,FunPlay Pants Standard 364,Clothing,Pants,FunPlay,986.22,681.87,3621,2022-08-07 04:15:09
368,StyleMax Accessories Basic 979,Clothing,Accessories,StyleMax,290.9,134.87,1056,2023-11-16 19:14:49
369,UrbanWear Outdoor Plus 798,Toys,Outdoor,UrbanWear,416.71,200.04,349,2022-03-30 15:18:05
370,ReadMore Fitness Plus 397,Sports,Fitness,ReadMore,379.56,200.43,597,2022-12-13 11:57:17
371,HomeEase Organic Basic 577,Beauty,Organic,HomeEase,471.67,242.46,3808,2022-06-19 12:15:11
372,SportZone Dresses Elite 886,Clothing,Dresses,SportZone,436.51,201.06,528,2023-05-08 21:14:13
373,GlowUp Plush Standard 217,Toys,Plush,GlowUp,282.69,89.14,1275,2024-01-01 01:39:36
374,PrimeTech Lighting Pro 715,Home & Kitchen,Lighting,PrimeTech,775.55,252.02,2961,2023-10-31 03:39:11
375,StyleMax Cereal Max 988,Grocery,Cereal,StyleMax,28.8,17.38,3464,2023-02-24 04:40:00
376,HomeEase Science Lite 170,Books,Science,HomeEase,278.25,92.57,3698,2023-10-15 00:21:54
377,AutoParts Care Lite 950,Automotive,Care,AutoParts,59.41,39.09,3510,2023-06-16 07:23:52
378,GlowUp Science Basic 529,Books,Science,GlowUp,484.73,249.25,1316,2023-11-10 12:29:14
379,TechPro Educational Max 179,Toys,Educational,TechPro,724.38,384.93,1184,2023-05-18 21:37:30
380,ReadMore Action Figures Standard 251,Toys,Action Figures,ReadMore,502.44,214.32,3329,2023-02-13 05:59:40
381,PageTurn Parts Lite 749,Automotive,Parts,PageTurn,452.62,311.3,798,2022-02-26 16:17:44
382,ActiveLife Swimming Lite 715,Sports,Swimming,ActiveLife,381.28,167.47,1565,2024-06-15 02:01:14
383,UrbanWear Speakers Pro 409,Electronics,Speakers,UrbanWear,897.26,449.38,1021,2024-02-15 08:56:23
384,ActiveLife Frozen Basic 460,Grocery,Frozen,ActiveLife,829.21,390.01,2751,2022-06-26 03:06:45
385,ActiveLife Rugs Basic 281,Home & Kitchen,Rugs,ActiveLife,555.43,202.77,3570,2023-08-16 17:42:42
386,GreenThumb Children Plus 189,Books,Children,GreenThumb,807.09,275.64,134,2023-10-01 21:37:02
387,BloomCraft Accessories Plus 748,Clothing,Accessories,BloomCraft,447.43,238.25,267,2023-03-27 08:25:17
388,FreshMart Fragrance Standard 664,Beauty,Fragrance,FreshMart,384.78,145.53,3846,2022-07-13 07:28:49
389,ActiveLife Plush Elite 107,Toys,Plush,ActiveLife,939.97,576.09,4157,2023-03-17 13:32:21
390,GreenThumb Biography Elite 789,Books,Biography,GreenThumb,246.1,162.44,3396,2022-02-20 18:11:52
391,ReadMore Phones Basic 960,Electronics,Phones,ReadMore,817.8,513.59,4914,2023-05-09 04:10:31
392,DriveWell Puzzles Elite 347,Toys,Puzzles,DriveWell,558.4,254.93,3222,2022-03-22 03:04:43
393,ReadMore Pots Elite 845,Garden,Pots,ReadMore,178.66,118.21,4237,2022-09-04 03:12:27
394,SportZone Fragrance Lite 616,Beauty,Fragrance,SportZone,123.65,65.63,3211,2023-02-09 06:04:55
395,PrimeTech Tools Max 195,Automotive,Tools,PrimeTech,98.7,46.88,4860,2022-08-26 18:03:57
396,DriveWell Laptops Elite 125,Electronics,Laptops,DriveWell,743.88,262.01,3716,2023-07-11 07:43:54
397,FreshMart Lighting Ultra 298,Home & Kitchen,Lighting,FreshMart,538.19,214.25,3097,2023-02-09 15:23:16
398,HomeEase Cameras Lite 742,Electronics,Cameras,HomeEase,28.99,20.12,847,2022-06-22 07:49:36
399,SportZone Beverages Lite 389,Grocery,Beverages,SportZone,266.41,99.17,633,2024-02-07 18:47:27
400,CozyHome Dolls Plus 602,Toys,Dolls,CozyHome,796.66,370.84,3985,2022-04-29 13:08:35
401,CozyHome Tennis Basic 748,Sports,Tennis,CozyHome,908.84,566.59,1472,2023-04-10 02:23:35
402,DriveWell Tablets Pro 220,Electronics,Tablets,DriveWell,976.05,680.79,3964,2024-04-28 22:21:16
403,PureSkin Tablets Ultra 224,Electronics,Tablets,PureSkin,197.68,61.64,188,2024-03-15 16:15:01
404,GlowUp Tools Basic 217,Automotive,Tools,GlowUp,899.17,280.36,1135,2022-12-08 09:17:17
405,AutoParts Dresses Ultra 593,Clothing,Dresses,AutoParts,204.03,68.71,4517,2023-04-03 05:04:39
406,ActiveLife Organic Elite 297,Grocery,Organic,ActiveLife,254.58,96.52,2302,2023-09-03 05:36:43
407,FunPlay Shoes Max 839,Clothing,Shoes,FunPlay,490.89,320.62,3471,2023-02-27 00:44:16
408,BloomCraft Board Games Elite 539,Toys,Board Games,BloomCraft,204.51,90.22,526,2023-11-30 02:58:21
409,PureSkin Cookware Ultra 700,Home & Kitchen,Cookware,PureSkin,413.34,223.85,4345,2023-07-02 04:57:22
410,SportZone Skincare Lite 928,Beauty,Skincare,SportZone,326.74,201.39,2930,2023-01-17 02:07:24
411,UrbanWear Jackets Basic 248,Clothing,Jackets,UrbanWear,780.83,272.45,2609,2022-01-17 22:25:10
412,PageTurn Dolls Basic 338,Toys,Dolls,PageTurn,564.26,256.31,4929,2022-11-26 14:27:48
413,SportZone Care Ultra 833,Automotive,Care,SportZone,610.25,398.7,612,2024-06-10 14:20:49
414,PrimeTech Tools Basic 302,Beauty,Tools,PrimeTech,201.93,125.42,4084,2022-03-14 16:31:34
415,SportZone Children Plus 563,Books,Children,SportZone,176.1,75.86,3136,2023-01-03 06:26:52
416,GreenThumb Plants Pro 759,Garden,Plants,GreenThumb,784.6,416.08,38,2023-12-19 08:06:08
417,CozyHome Science Pro 646,Books,Science,CozyHome,918.52,289.93,133,2022-04-18 21:26:13
418,ActiveLife Beverages Ultra 381,Grocery,Beverages,ActiveLife,321.28,140.83,653,2024-05-14 09:58:01
419,BloomCraft Plush Pro 502,Toys,Plush,BloomCraft,302.64,209.91,4041,2022-07-08 14:36:09
420,TechPro Board Games Max 148,Toys,Board Games,TechPro,826.49,293.81,2644,2023-11-08 19:25:10
421,HomeEase Running Max 841,Sports,Running,HomeEase,902.85,404.07,4403,2022-01-08 16:13:37
422,StyleMax Cameras Plus 149,Electronics,Cameras,StyleMax,947.45,312.67,2697,2023-08-13 14:53:26
423,ReadMore Science Standard 222,Books,Science,ReadMore,131.52,84.8,4785,2023-10-05 00:42:50
424,PureSkin Beverages Max 691,Grocery,Beverages,PureSkin,481.05,238.62,2298,2023-05-16 01:43:31
425,HomeEase Cereal Ultra 884,Grocery,Cereal,HomeEase,300.45,100.09,4575,2023-01-12 12:26:30
426,HomeEase Cycling Standard 161,Sports,Cycling,HomeEase,217.19,123.41,3835,2023-08-22 04:05:08
427,SportZone Yoga Basic 313,Sports,Yoga,SportZone,815.1,492.84,4210,2023-05-02 18:52:16
428,ReadMore Comics Plus 233,Books,Comics,ReadMore,223.46,99.54,3706,2024-03-08 15:19:37
429,GlowUp Tennis Plus 384,Sports,Tennis,GlowUp,426.55,245.06,4728,2022-06-08 13:14:05
430,SportZone Rugs Plus 346,Home & Kitchen,Rugs,SportZone,22.48,10.89,2185,2022-02-14 09:46:21
431,UrbanWear Organic Ultra 221,Grocery,Organic,UrbanWear,927.36,309.39,3534,2022-11-26 10:23:40
432,PureSkin Decor Elite 620,Home & Kitchen,Decor,PureSkin,337.73,160.94,3029,2022-06-01 22:43:18
433,ActiveLife Monitors Max 401,Electronics,Monitors,ActiveLife,194.3,72.02,2260,2024-04-02 15:31:49
434,PureSkin Irrigation Elite 211,Garden,Irrigation,PureSkin,683.06,381.51,909,2022-12-08 02:31:37
435,StyleMax Shirts Ultra 344,Clothing,Shirts,StyleMax,71.44,24.32,1855,2023-09-21 11:04:03
436,SportZone Tools Max 851,Beauty,Tools,SportZone,825.11,475.82,4056,2022-11-16 13:15:08
437,UrbanWear Lighting Ultra 822,Home & Kitchen,Lighting,UrbanWear,598.73,355.38,772,2022-10-15 12:14:19
438,GreenThumb Lighting Max 274,Automotive,Lighting,GreenThumb,319.21,104.63,1534,2023-05-31 23:38:51
439,TechPro Canned Goods Standard 538,Grocery,Canned Goods,TechPro,338.04,125.41,2161,2022-04-30 13:54:47
440,BloomCraft Cookware Basic 585,Home & Kitchen,Cookware,BloomCraft,585.65,290.09,2027,2024-01-05 02:37:16
441,TechPro Shirts Ultra 955,Clothing,Shirts,TechPro,232.91,116.75,1200,2022-05-26 21:13:20
442,PrimeTech Shoes Standard 602,Clothing,Shoes,PrimeTech,736.4,512.47,2108,2024-01-26 17:47:07
443,PageTurn Self-Help Pro 947,Books,Self-Help,PageTurn,356.5,208.22,4242,2024-01-23 10:03:26
444,PureSkin Shoes Pro 251,Clothing,Shoes,PureSkin,978.76,628.86,1160,2023-07-09 21:10:21
445,FreshMart Snacks Elite 468,Grocery,Snacks,FreshMart,211.06,70.85,3094,2022-06-17 15:59:01
446,PureSkin Comics Lite 371,Books,Comics,PureSkin,910.86,400.36,2713,2023-08-31 10:30:51
447,AutoParts Pots Ultra 295,Garden,Pots,AutoParts,46.84,23.8,2812,2022-07-11 00:19:41
448,DriveWell Organic Basic 395,Beauty,Organic,DriveWell,115.52,35.04,1205,2023-12-26 09:34:31
449,BloomCraft Storage Lite 410,Home & Kitchen,Storage,BloomCraft,489.89,159.63,2414,2022-01-25 05:19:36
450,GlowUp Snacks Ultra 945,Grocery,Snacks,GlowUp,595.5,191.32,2505,2022-01-08 21:46:41
451,TechPro Bath Pro 357,Beauty,Bath,TechPro,142.88,93.08,4112,2024-05-21 02:14:32
452,AutoParts Furniture Lite 850,Home & Kitchen,Furniture,AutoParts,201.54,107.64,661,2023-03-28 17:53:07
453,KidJoy Fitness Basic 354,Sports,Fitness,KidJoy,812.83,450.97,3461,2023-09-13 00:02:00
454,GreenThumb Shoes Ultra 277,Clothing,Shoes,GreenThumb,566.51,323.8,2641,2024-06-17 03:38:37
455,AutoParts Lighting Lite 526,Home & Kitchen,Lighting,AutoParts,556.95,234.16,701,2023-04-07 21:25:13
456,NatureBite Irrigation Lite 484,Garden,Irrigation,NatureBite,783.7,496.51,786,2022-08-04 07:45:02
457,PrimeTech Lighting Basic 579,Automotive,Lighting,PrimeTech,358.06,174.24,3360,2023-12-18 13:54:48
458,ActiveLife Phones Plus 873,Electronics,Phones,ActiveLife,145.73,96.58,1987,2024-06-20 11:59:16
459,ReadMore Tires Ultra 154,Automotive,Tires,ReadMore,756.79,345.9,3300,2022-01-10 05:56:17
460,StyleMax Organic Plus 156,Grocery,Organic,StyleMax,274.54,190.66,876,2023-06-03 01:09:51
461,GreenThumb Tools Standard 807,Garden,Tools,GreenThumb,335.31,108.76,4789,2024-03-04 12:46:56
462,PureSkin Headphones Lite 675,Electronics,Headphones,PureSkin,741.97,369.59,1831,2022-08-29 10:26:55
463,TechPro Biography Standard 738,Books,Biography,TechPro,689.64,238.54,0,2022-08-26 17:04:36
464,PureSkin Tools Plus 353,Garden,Tools,PureSkin,209.06,102.33,4143,2023-11-21 10:39:18
465,SportZone Skincare Ultra 514,Beauty,Skincare,SportZone,486.81,181.88,1924,2024-04-29 07:10:15
466,BloomCraft Comics Plus 542,Books,Comics,BloomCraft,151.36,46.72,1160,2023-01-09 21:16:17
467,KidJoy Lighting Standard 396,Home & Kitchen,Lighting,KidJoy,293.7,99.86,4823,2024-02-05 19:02:06
468,CozyHome Building Sets Elite 814,Toys,Building Sets,CozyHome,801.05,388.98,3480,2022-08-19 04:02:55
469,PageTurn Cameras Plus 677,Electronics,Cameras,PageTurn,393.08,209.2,279,2023-11-22 11:23:33
470,ReadMore Speakers Standard 840,Electronics,Speakers,ReadMore,461.59,140.16,1296,2023-07-10 17:47:58
471,UrbanWear Care Elite 625,Automotive,Care,UrbanWear,68.38,38.45,2882,2024-05-24 19:40:13
472,ReadMore Plush Ultra 903,Toys,Plush,ReadMore,764.02,321.78,3227,2022-04-16 23:03:25
473,KidJoy Frozen Lite 689,Grocery,Frozen,KidJoy,710.24,357.1,4304,2023-02-07 16:38:47
474,DriveWell Appliances Basic 698,Home & Kitchen,Appliances,DriveWell,619.76,286.03,368,2022-02-15 20:39:14
475,SportZone Lighting Plus 611,Home & Kitchen,Lighting,SportZone,934.62,458.49,1896,2023-01-03 13:43:41
476,CozyHome Dresses Elite 165,Clothing,Dresses,CozyHome,67.55,27.03,306,2022-04-24 05:13:35
477,BloomCraft Dairy Pro 278,Grocery,Dairy,BloomCraft,325.22,188.46,3093,2022-07-26 22:40:34
478,GlowUp Decor Ultra 602,Garden,Decor,GlowUp,440.88,182.72,1648,2022-09-09 19:08:15
479,HomeEase Fragrance Pro 744,Beauty,Fragrance,HomeEase,960.06,324.96,272,2022-08-07 08:33:11
480,ActiveLife Speakers Plus 448,Electronics,Speakers,ActiveLife,190.18,112.58,4326,2024-02-10 18:45:44
481,DriveWell Swimming Standard 612,Sports,Swimming,DriveWell,355.98,194.86,4576,2022-08-03 04:17:52
482,ActiveLife Accessories Elite 994,Clothing,Accessories,ActiveLife,76.43,25.32,4237,2023-04-09 06:42:28
483,KidJoy Pants Max 152,Clothing,Pants,KidJoy,603.87,261.09,1835,2023-03-27 08:07:26
484,UrbanWear Children Plus 993,Books,Children,UrbanWear,872.23,599.44,612,2024-04-10 04:45:49
485,PureSkin Decor Ultra 508,Garden,Decor,PureSkin,620.92,321.87,908,2024-06-24 07:20:02
486,TechPro Condiments Pro 446,Grocery,Condiments,TechPro,424.87,161.54,486,2022-08-05 09:03:23
487,StyleMax Soccer Max 605,Sports,Soccer,StyleMax,78.46,53.29,4997,2022-02-24 22:23:37
488,ActiveLife Board Games Plus 664,Toys,Board Games,ActiveLife,481.89,169.52,341,2022-06-11 15:41:00
489,PureSkin Keyboards Max 765,Electronics,Keyboards,PureSkin,354.15,173.9,1865,2022-02-03 07:27:45
490,GlowUp Phones Elite 798,Electronics,Phones,GlowUp,685.48,210.61,3949,2022-03-22 23:56:08
491,ReadMore Tools Elite 818,Beauty,Tools,ReadMore,430.26,152.79,3587,2022-07-03 07:04:52
492,UrbanWear Soil Max 451,Garden,Soil,UrbanWear,439.9,142.16,1900,2022-05-23 21:39:57
493,FreshMart Plants Elite 865,Garden,Plants,FreshMart,754.04,469.84,4392,2024-06-01 10:23:14
494,FreshMart Phones Pro 178,Electronics,Phones,FreshMart,62.3,29.62,2315,2022-03-09 21:58:42
495,BloomCraft Outdoor Max 399,Toys,Outdoor,BloomCraft,134.93,61.95,1002,2022-04-30 07:27:16
496,NatureBite Shoes Max 606,Clothing,Shoes,NatureBite,707.01,442.14,1804,2023-11-21 00:26:17
497,NatureBite Self-Help Ultra 989,Books,Self-Help,NatureBite,655.71,334.9,2191,2023-05-11 07:55:23
498,StyleMax Accessories Basic 520,Automotive,Accessories,StyleMax,707.26,388.11,2291,2022-05-02 20:40:54
499,PureSkin Running Max 412,Sports,Running,PureSkin,743.45,285.71,3050,2022-08-09 12:41:54
500,PageTurn Headphones Standard 216,Electronics,Headphones,PageTurn,27.15,17.23,2214,2023-03-08 19:22:23
